"Card_Number","Card_Name","Category","Item_Name","Pull_Qty","Open_Qty","PRN_Qty","Unit","Lawson_Number","Bin_Location","Notes"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10884521007994SYRINGE BULB IRRIGATION 1.5OZ D-100156,344730 N-3973067000","2","2","0","EA","","HBROR - A3C3-10000612","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 20884527005557BOWL SOLUTION 16OZ POLY DISP ST LF 75/","3","3","0","CA","","HBROR - A3C4-2001407","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable","00","6","1","0","EA","","","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 07332551292706GLOVE SURG UNDER SZ 7.5 BLUE LF PF ST BIOGEL PI INDIC41675","1","1","0","EA","","HBROR - A4C2-12027325","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","1","1","0","EA","","HBROR - A4C3-20051133","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10885380031953GLOVE SURG SZ 7.5 SYNTHETIC CREAM LF PF ST PROTEXIS P2D72PT75X","1","1","0","EA","","HBROR - A4C3-5051092","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10705031001879SUT ETHILON 3-0 PS-2 NDL 18IN 36PK/BX D-3190391669H","1","0","1","EA","","HBROR - A4C4-77000797","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10705031060494Sut Pds Ii 2-0 Sh Ndl27in Z317 H 36pk/BxZ317H","1","1","0","EA","","HBROR - A4C5-4017486","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10705031039643Sut Vicryl 4-0 Sh Ndl 27in Undyed J415hJ415H","4","2","2","EA","","HBROR - A4C6-10004653","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10705031059375SUT MONOCRYL 4-0 PS2 18IN SUT UNDYED MONOFIL ABSORB 1Y496G","2","1","1","EA","","HBROR - A4C6-34000810","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","1","1","0","EA","","HBROR - A5C2-22051924","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 00382903028306Syringe 20ml Ll 48/Bx Ca/192 N-396178302830","1","0","1","EA","","HBROR - A5C3-1051860","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 00382903096534SYRINGE 50ML LL 40/BX 4BX/","3","3","0","CA","","HBROR - A5C3-3000610","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable","653","3","0","9","EA","","","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 00848340000003Decanter Bag Ca/50 O-00174110-102","3","1","2","EA","","HBROR - A5C3-37052155","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10705031203532Adhesive Skin Dermabond Advanc D 12/Bx O 128446 N-389DNX12","2","1","1","EA","","HBROR - A6C2-32051163","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 00707387444433DRAPE POUCH IOBAN 26658EANote: Uses a second for Salvage procedures101HBROR020841, 60888937012400System Skw Deep Scrotal Retrac Tion72403867EANote: Depends on implant using - only for AMS cases, open if AMS532HBROR025070, 10705031054370Sut Vicryl Plus 2-0 Violet Ur- 6 Ndl 27in Vcp602hVCP602H","5","1","4","EA","","HBROR129799Razor Prep Double Sided O-050509DYND70837EA110HBROR392556Dispenser Foam Pump 4oz Hibicl Ens57541EA110HBROR395182Alcohol Rubbing Isopropyl 4oz R-378288MDS098011EA110HBROR448590PACK MINOR UROLOGYDYNJT7137EA211HBROR003415","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","0","1","EA","","HBROR025178","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable","/Pk127503","1","1","0","EA","","HBROR032402Towel Drape 5","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 20080196692955Sponge Super Prep 6x6.75 O-002328NON25854","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA220HBROR053921Chloraprep 26ml Orng St O-050864930815EA110HBROR054986","PRN / Inactive"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10080196723140Drape Surg 121x102x78in Lap TDYNJP3003","1","1","0","EA","","HBROR218815","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10080196751839Dressing 2x2 Island R-002417MSC3222","1","0","1","EA","","HBROR232221","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10888277107465Tip Suction Yankau Std On OffOR164","1","1","0","EA","","HBROR266357","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10080196692378Dressing Roll Sof-Form 2in 12/Bx R-002004NON25496","1","1","0","EA","","HBROR341740","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10080196998593Tray Skin Prep O-000455DYND70661","1","1","0","EA","","HBROR347533","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10080196745500Cover Table 44x90 R-002057DYNJP2311","1","1","0","EA","","HBROR362962","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 00801741074141TRAY CATH FOLEY 16FR 5CC BALLOON DRAIN BAG PVC SURESTA947316","1","0","1","EA","","HBROR386430","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10080196291588Lube Jelly 2oz St Flip Top Tub E O-051123 R-395032 MDS032285","1","1","0","EA","","HBROR395053","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Supply / Disposable",", 10080196845095DRESSING GAUZE ROLL 3.4INX3.6YD 6 PLY COTTON LF ST BUNON25861","1","1","0","EA","","HBROR422025","Required"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Drug / Medication","gentamicin injection (40 mg/mL)","8","8","0","EA","","Pharmacy","Open"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Drug / Medication","mg10lidocaine (XYLOCAINE) 1 % injection (20 mL)","1","1","0","EA","","Pharmacy","Open"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Drug / Medication","sodium chloride 0.9 % bacteriostatic injection (350 mL)","1","1","0","EA","","Pharmacy","Open"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Drug / Medication","sodium chloride 0.9% (NS) irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Instrument / Tray","HBR URO Penile Extras","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-84077","PENILE PROSTHESIS REPAIR - FIGLER, B","Instrument / Tray","ensure this tray is on the CLEAN table (separate)HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10884524000053Pencil Cautery Electrosurg W/Holster 50/CaE2516H","1","1","0","EA","","HBROR - A3C1-6050934","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10884521007994SYRINGE BULB IRRIGATION 1.5OZ D-100156,344730 N-3973067000","2","2","0","EA","","HBROR - A3C3-10000612","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 20884527005557BOWL SOLUTION 16OZ POLY DISP ST LF 75/","3","3","0","CA","","HBROR - A3C4-2001407","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable","00","6","1","0","EA","","","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 07332551292706GLOVE SURG UNDER SZ 7.5 BLUE LF PF ST BIOGEL PI INDIC41675","1","1","0","EA","","HBROR - A4C2-12027325","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","1","1","0","EA","","HBROR - A4C3-20051133","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10885380031953GLOVE SURG SZ 7.5 SYNTHETIC CREAM LF PF ST PROTEXIS P2D72PT75X","1","1","0","EA","","HBROR - A4C3-5051092","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","2","1","1","EA","","HBROR - A5C2-22051924","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 00382903028306Syringe 20ml Ll 48/Bx Ca/192 N-396178302830","1","0","1","EA","","HBROR - A5C3-1051860","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 00382903096534SYRINGE 50ML LL 40/BX 4BX/","3","3","0","CA","","HBROR - A5C3-3000610","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable","653","3","0","9","EA","","","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 00848340000003Decanter Bag Ca/50 O-00174110-102","3","1","2","EA","","HBROR - A5C3-37052155","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10705031203532Adhesive Skin Dermabond Advanc D 12/Bx O 128446 N-389DNX12","2","1","1","EA","","HBROR - A6C2-32051163","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable","/Ca O-3949132082-1X","5","1","4","EA","","HBROR129799Razor Prep Double Sided O-050509DYND70837EA110HBROR392556Dispenser Foam Pump 4oz Hibicl Ens57541EA110HBROR395182Alcohol Rubbing Isopropyl 4oz R-378288MDS098011EA101HBROR422010Bandage Self Lf 2inx60in Adher E 36","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10884521709874COVER WAND RF DETECTABLE ST01-0020","1","1","0","EA","","HBROR448590PACK MINOR UROLOGYDYNJT7137EA101HBROR025178","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable","/Pk127503","1","1","0","EA","","HBROR032402Towel Drape 5","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR032790Pack 4 Gown W","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 20080196692955Sponge Super Prep 6x6.75 O-002328NON25854","0","0","0","EA","","HBROR032867Glove Dpc Latex Free Biogel GLVDPC1EA000HBROR032869Glove Dpc Duraprene Plus PfGLVDPC3EA000HBROR032870Glove Dpc Pi ProtexisGLVDPC4EA000HBROR032871Glove Dpc Ortho ProtexisGLVDPC5EA000HBROR032872Glove Dpc Blue ProtexisGLVDPC6EA000HBROR032873Glove Dpc Micro ProtexisGLVDPC7EA220HBROR053921Chloraprep 26ml Orng St O-050864930815EA110HBROR054986","PRN / Inactive"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 00842351190005System Wound Irrigation 450ml Debridement Irrisept ISEPT-450-USA","2","1","1","EA","","HBROR135718","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10080196751839Dressing 2x2 Island R-002417MSC3222","1","0","1","EA","","HBROR232221","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10888277107465Tip Suction Yankau Std On OffOR164","1","1","0","EA","","HBROR266357","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10080196998593Tray Skin Prep O-000455DYND70661","1","1","0","EA","","HBROR347533","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 00801741029738Cath Foley Silc 12fr 5ml Ball 12/Ca N-001478165812","1","1","0","EA","","HBROR356599","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10080196745500Cover Table 44x90 R-002057DYNJP2311","1","1","0","EA","","HBROR362962","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 00801741074141TRAY CATH FOLEY 16FR 5CC BALLOON DRAIN BAG PVC SURESTA947316","1","0","1","EA","","HBROR386430","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10080196291588Lube Jelly 2oz St Flip Top Tub E O-051123 R-395032 MDS032285","1","1","0","EA","","HBROR395053","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Supply / Disposable",", 10080196845095DRESSING GAUZE ROLL 3.4INX3.6YD 6 PLY COTTON LF ST BUNON25861","1","1","0","EA","","HBROR422025","Required"
"M-90889","POST PHALLO IPP - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-90889","POST PHALLO IPP - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-90889","POST PHALLO IPP - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-90889","POST PHALLO IPP - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Instrument / Tray","HBR ORT Stryker CD System","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Instrument / Tray","HBR ORT Stryker Sterile Battery Small","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Instrument / Tray","HBR URO Olympus Flexible Ureteroscope","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Instrument / Tray","HBR URO Penile Extras","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Instrument / Tray","ensure this tray is on the CLEAN table (separate)HBR URO Perineal Bookwalter A","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Instrument / Tray","HBR URO Perineal Bookwalter B","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-90889","POST PHALLO IPP - FIGLER, B","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable",", 10885380027291GLOVE SURG SZ 7.5 CREAM SYNTHETIC LF PF PROTEXIS PI M2D73PM75","1","1","0","EA","","HBROR - A4C3-13051084","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","1","1","0","EA","","HBROR - A4C3-20051133","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable",", 00707387507350DRAPE STERI INCISE LG 60X45CM IOBAN 10EA/BX D-355296 6650EZ","1","1","0","EA","","HBROR - A5C6-20000415","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","1","1","0","EA","","HBROR448590PACK MINOR UROLOGYDYNJT7137EA110HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable",", 10080196723140Drape Surg 121x102x78in Lap TDYNJP3003","1","1","0","EA","","HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR110HBROR218815","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable",", 80080196288419Legging Lithotomy Convt R-002147DYNJP2461","1","1","0","EA","","HBROR220255","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Supply / Disposable",", 00707387775162Blanket Upper Body R-00137442234","1","1","0","EA","","HBROR224118","Required"
"M-77941","RECON NON-URETHRA - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (1 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-77941","RECON NON-URETHRA - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-77941","RECON NON-URETHRA - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-77941","RECON NON-URETHRA - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-77941","RECON NON-URETHRA - FIGLER, B","Capital Equipment","Generator Ligasure","2","2","0","EA","","OR Room / Core","Required: Yes"
"M-77941","RECON NON-URETHRA - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-77941","RECON NON-URETHRA - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-77941","RECON NON-URETHRA - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-77941","RECON NON-URETHRA - FIGLER, B","Instrument / Tray","HBR URO Urology Minor","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 00888937015478Stay Surgical Elastic Single H Ook 5mm Blue3311-1GEANote: Lithotomy 101HBROR - A3C1-18013263Forcep Bipolar Cautery Bayonet Insulated20-1370I","8","0","8","EA","","HBROR - A1C3-27014783","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10884524000077Pad Ground Electrode Adl 30lb D-319853-026613 R-01420E7507","1","1","0","EA","","HBROR - A3C1-41100642","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 00085412001050Set Irrigation Cysto W/Cath 81In Ad Pr Clamp D-0108352C4040","1","1","0","EA","","HBROR - A3C3-24052011","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10885380072437Tubing Suction Noncond 20ft St Maxi-Grip 20/CaCFN620A","1","1","0","EA","","HBROR - A3C3-4001943","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 20884527005557BOWL SOLUTION 16OZ POLY DISP ST LF 75/","2","2","0","CA","","HBROR - A3C4-2001407","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable","00","6","1","0","EA","","","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10885380027291GLOVE SURG SZ 7.5 CREAM SYNTHETIC LF PF PROTEXIS PI M2D73PM75","2","1","1","EA","","HBROR - A4C3-13051084","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10885380027406GLOVE SURG SZ 7.5 BLUE W/NEU-THERA LF PF ST PROTEXIS 2D73EB75","2","1","1","EA","","HBROR - A4C3-20051133","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10884521104372Stapler Skin Appose 35 Wide 12/Bx 48/Ca D-027582-10108886803712","1","1","0","EA","","HBROR - A5C2-22051924","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 00382903029952Syringe 10ml Ll 5/Sr /Bx/200 400/Ca O-000599302995","2","2","0","EA","","HBROR - A5C3-10052913","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 00382903051960NDL HYPODERMIC 18 GA 1.5IN REG BEVEL PRECISIONGLIDE 305196","1","1","0","EA","","HBROR - A5C3-12000553","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10884521700956Sponge Lap Rfd 18x18 Str 5/Pk 40pk/Ca S-INST-0631-118L1818-04P01C-1","2","0","2","PK","","HBROR - A6C1-11050697","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",".25x12 Str O-050695DYND50301","1","1","0","EA","","HBROR231312Drain Penrose Lf 0","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable","/3 Towels127338A","1","1","0","EA","","HBROR448590PACK MINOR UROLOGYDYNJT7137EA110HBROR032790Pack 4 Gown W","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable","/CA S-317945/444131 2F7114","1","1","0","EA","","HBROR051941SOLN IRRIG H2O ST 1000ML BTL 12","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 00801741029752Cath Foley Silc 16fr 5ml 12/Ca N-001480165816","1","1","0","EA","","HBROR052795SLEEVE SCD KNEE LENGTH MED 21IN BLENDED EXPRESS KENDA9529BPR220HBROR053921Chloraprep 26ml Orng St O-050864930815EA101HBROR101539","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", Legging Lithotomy Convt R-002147DYNJP2461","1","0","1","EA","","HBROR220255","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable","8419110HBROR224118, 00707387775162Blanket Upper Body R-00137442234","8","0","0","EA","8019628","","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 00801741029509BAG DRAINAGE URINE 2000ML 48IN TUBE ANTI REFLUX CHAMB154002","1","0","1","EA","","HBROR315222","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10192253047868Drsg Gauze 5x9 St Xeroform R-0533978884433605","2","0","2","EA","","HBROR315421","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10080196692378Dressing Roll Sof-Form 2in 12/Bx R-002004NON25496","1","0","1","EA","","HBROR341740","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10885380142994Drape Lithotomy 35x44x102in Lf St Disp29455","1","0","1","EA","","HBROR357149","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10080196291588Lube Jelly 2oz St Flip Top Tub E O-051123 R-395032 MDS032285","1","1","0","EA","","HBROR395053","Required"
"M-75978","RECON URETHRA - FIGLER, B","Supply / Disposable",", 10080196845095DRESSING GAUZE ROLL 3.4INX3.6YD 6 PLY COTTON LF ST BUNON25861","1","1","0","EA","","HBROR422025","Required"
"M-75978","RECON URETHRA - FIGLER, B","Drug / Medication","OR injection builder (0 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-75978","RECON URETHRA - FIGLER, B","Drug / Medication","bupivacaine 0.25%-EPINEPHrine 1:200,000 (MARCAINE-PF w/EPI) injection (30 mL)","1","0","1","EA","","Pharmacy","PRN"
"M-75978","RECON URETHRA - FIGLER, B","Drug / Medication","sterile water for irrigation (1,000 mL)","1","1","0","EA","","Pharmacy","Open"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Console RFID","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","ESU","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Sequential Compression Device","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Stand Mayo","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Suction Neptune","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Table Back Large","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Table OR Skytron","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Video Tower","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Capital Equipment","Warmer Forced Air","1","1","0","EA","","OR Room / Core","Required: Yes"
"M-75978","RECON URETHRA - FIGLER, B","Instrument / Tray","HBR URO Olympus HD Flexible Cystoscope","1","1","0","TRAY","","Sterile Processing / Core","Required: Yes"
